"In a writing signed by both parties, Paul Plannah, a renowned architect, agreed for a fee of $ 25,000$ to design and supervise construction of a new house for Phoebe Threedee, a famous sculptor, the fee to be paid upon completion of the house. Plannah and Threedee got along poorly and, when the design plans were about two-thirds complete, they had a heated argument over the proper location of a marble staircase. Hoping to avoid such encounters, Plannah, without Threedee's knowledge, assigned to Donna Drafty, a newly licensed architect practicing solo, ""all of my rights and duties under my design and construction-supervision contract with Threedee."" Drafty expressly promised Plannah to carry out the work to the best of Drafty's ability. For this question only, assume that Threedee, on learning of the assignment, refused to allow Drafty to proceed as architect and brought an action against Plannah to compel him to resume and complete performance of the contract. Is Threedee entitled to such relief?","Yes, because Plannah's services under the contract are unique.","Yes, because Plannah has personally completed two-thirds of the design work.","No, because the Plannah-Threedee contract is one for personal services by Plannah.","No, because Plannah effectively delegated his remaining duties under the Plannah-Threedee contract to Drafty.",C
"In Polk's negligence action against Dell arising out of a multiple-car collision, Witt testified for Polk that Dell went through a red light. On crossexamination, Dell seeks to question Witt about her statement that the light was yellow, made in a deposition that Witt gave in a separate action between Adams and Baker. The transcript of the deposition is self-authenticating. On proper objection, the court should rule the inquiry:",Admissible for impeachment only.,Admissible as substantive evidence only.,Admissible for impeachment and as substantive evidence.,"Inadmissible, because it is hearsay not within any exception. ",C
"Owen held in fee simple Farmdale, a large tract of vacant land. The state wherein Farmdale is situated has a statute which provides, in substance, that unless the conveyance is recorded, every deed or other conveyance of an interest in land is void as to a subsequent purchaser who pays value without notice of such conveyance. The following transactions occurred in the order given. First: Owen conveyed Farmdale, for a fair price, to Allred by general warranty deed. Allred did not immediately record. Second: Owen executed a mortgage to secure repayment of a loan concurrently made to Owen by Leon. Leon had no notice of the prior conveyance to Allred and promptly recorded the mortgage. Third: Owen, by general warranty deed, gratuitously conveyed to Niece, who promptly recorded the deed. Fourth: Allred recorded his deed from Owen. Fifth: $\quad$ Niece, by general warranty deed, conveyed Farmdale to Barrett. Barrett had no actual notice of any of the prior transactions, paid full value, and promptly recorded the deed. Assume for this question only that Niece had not conveyed to Barrett. After Allred recorded his deed from Owen, Allred, asserting that Allred's title was held free of any claim by Niece, instituted suit against Niece to recover title to Farmdale. Judgment should be for:","Niece, because she had no notice of Allred's rights when she accepted the deed from Owen.","Niece, because she recorded her deed before Allred recorded his.","Allred, because Niece was not a bona fide purchaser who paid value.","Allred, because he had paid value for Farmdale and had no actual or constructive notice of the deed to Niece.",C
"Doobad was on trial for armed robbery. The defense placed Doobad's friend Wendt on the stand as an alibi witness. Wendt testified that at the time of the armed robbery Doobad was engaged in other activities with Wendt. On cross-examination, the prosecutor asked Wendt, ""Isn't it true, Mr. Wendt, that the grand jury has indicted you for the same crime as Mr. Doobad?"" Doobad's lawyer knew that Wendt had been indicted for the armed robbery and was to be tried separately in two weeks, but she vigorously objected to the prosecutor's question. Her objection should be:","Sustained, because Wendt has been indicted, but not convicted, of the armed robbery.","Sustained, because prior bad acts may not be introduced to impeach a witness.","Overruled, because Wendt's indictment tends to show his criminal propensities.","Overruled, because Wendt's indictment tends to show bias on the part of the witness.",D
"The President of the United States recognizes the country of Ruritania and undertakes diplomatic relations with its government through the Secretary of State. Ruritania is governed by a repressive totalitarian government. In an appropriate federal court, Dunn brings a suit against the President and Secretary of State to set aside this action on the ground that it is inconsistent with the principles of our constitutional form of government. Dunn has a lucrative contract with the United States Department of Commerce to provide commercial information about Ruritania. The contract expressly terminates, however, ""when the President recognizes the country of Ruritania and undertakes diplomatic relations with its government."" Which of the following is the most proper disposition of the Dunn suit by the federal court?","Suit dismissed, because Dunn does not have standing to bring this action.","Suit dismissed, because there is no adversity between Dunn and the defendants.","Suit dismissed, because it presents a nonjusticiable political question.",Suit decided on the merits.,C
"Testator devised his farm ""to my son, Selden, for life, then to Selden's children and their heirs and assigns."" Selden, a widower, had two unmarried adult children. In an appropriate action to construe the will, the court will determine that the remainder to the children is:",Indefeasibly vested.,Contingent.,Vested subject to partial defeasance.,Vested subject to complete defeasance.,C
"In litigation over the estate of Baggs, who died intestate, Payton, who is 18 years old, claimed to be Baggs's niece and entitled, therefore, to a share of his large estate. In support of her claim, Payton offered in evidence a Bible, properly identified as having belonged to Baggs's family, in the front of which was a list of family births, marriages, and deaths. The list recorded Payton's birth to Baggs's oldest sister. To prove that Payton is Baggs's niece, the Bible listing is:",Admissible as an ancient document.,Admissible as a family record.,"Inadmissible, because it is hearsay not within any exception.","Inadmissible, because there was no showing of firsthand knowledge by the one who wrote it.",B
"The Kernel Corporation, through its president, Demeter Gritz, requested from Vault Finance, Inc., a short-term loan of $ 100,000$. On April 1, Gritz and Vault's loan officer agreed orally that Vault would make the loan on the following terms: (1) the loan would be repaid in full on or before the following July 1 and would carry interest at an annual rate of 15\% (a lawful rate under the applicable usury law); and (2) Gritz would personally guarantee repayment. The loan was approved and made on April 5. The only document evidencing the loan was a memorandum, written and supplied by Vault and signed by Gritz for Kernel, that read in its entirety: In consideration of a loan advanced on this date, Kernel Corporation hereby promises to pay Vault Finance, Inc., $ 100,000$ on September 1. Kernel Corporation by /s/ Demeter Gritz Demeter Gritz, President Kernel Corporation did not repay the loan on or before July 1, although it had sufficient funds to do so. On July 10, Vault sued Kernel as principal debtor and Gritz individually as guarantor for $ 100,000$, plus $15 \%$ interest from April 5. At the trial, can Vault prove Kernel's oral commitment to repay the loan on or before July 1 ?","Yes, because the oral agreement was supported by an independent consideration.","Yes, because evidence of the parties' negotiations is relevant to their contractual intent concerning maturity of the debt.","No, because such evidence is barred by the preexisting duty rule.","No, because such evidence contradicts the writing and is barred by the parol evidence rule.",D
"Paul sues Daniel for personal injuries that Paul suffered as a result of a battery committed on Paul by Daniel. Daniel's defense is that it is all a case of mistaken identity. Daniel admits that Paul was beaten up, but claims he had nothing to do with Paul's injuries. At trial, Daniel testified in his own behalf that on the date that Paul suffered his injuries, Daniel was on an extended vacation in England, 2,000 miles away from the place where the battery occurred. Paul's attorney did not cross-examine Daniel regarding that testimony. In rebuttal, Paul's attorney calls Walter, who is willing to testify that one week after Paul suffered his injuries, Daniel said to Walter, ""I haven't been out of the country in five years."" Walter's testimony is:",Admissible as a statement against interest by Daniel.,Admissible as a prior inconsistent statement of Daniel.,Admissible as an admission by Daniel.,"Inadmissible, because Daniel was not given an opportunity to comment on the statement prior to Walter's testimony.",C
"Zall, a resident of the state of Paxico, brought suit in federal district court against Motors, Inc., a Paxico corporation. Zall seeks recovery of $ 12,000$ actual and $ 12,000$ punitive damages arising from Motors's sale to him of a defective automobile. Zall's suit is based only on a common law contract theory. From a constitutional standpoint, should the federal district court hear this suit on its merits?","Yes, because Article III vests federal courts with jurisdiction over cases involving the obligation of contracts.","Yes, because it is an action affecting interstate commerce.","No, because this suit is not within the jurisdiction of an Article III court.","No, because there is no case or controversy within the meaning of Article III.",C
