"For a number of years, United Leasing has been in charge of leasing the luxury skyboxes at City Sports Stadium, home of the local professional basketball team. During this time, it annually sent to chief executives of area businesses personalized ""invitations"" to lease skyboxes for the season. The invitations, which were always sent out several months before each season began, contained detailed price terms and language stating that the deadline for responding was 10 weeks before the start of the season and that all leases were subject to the approval of the management of United Leasing. Executives at Multimedia Marketing had always responded to their invitation immediately by registered mail because they found it very worthwhile to lease a skybox to entertain their clients. During the five years that they had responded affirmatively to the invitation, they never received any additional communications from United Leasing regarding approval, but the tickets and an invoice would arrive about a week before the season began. Several months before the current season, Multimedia received and immediately responded to its invitation. Two weeks before the season began, a stunning trade brought the league's most popular star to the City basketball team, prompting a dramatic increase in the demand for tickets. A few days later, Multimedia, which had already scheduled in a number of clients to attend games in its skybox, received a notice from United Leasing stating that management had not approved Multimedia's lease of the skybox for this season. In a separate announcement to all area businesses, United Leasing announced that all available skyboxes would be leased for three- or five-year terms, and that an auction of the leases would be conducted if the demand exceeded the supply. Multimedia decided that it was not financially feasible to commit itself to anything longer than a one-year lease. It sent a letter to United Leasing, stating that a contract was created between the parties and that United Leasing will be in breach if it does not perform. Is Multimedia correct in its assertions?","Yes, because United Leasing's failure to reject Multimedia's offer within a reasonable time constituted an acceptance under the circumstances.","Yes, because United Leasing's ""invitation"" to Multimedia was an offer, which Multimedia accepted.","No, because United Leasing was entitled to reject Multimedia's offer when it did.","No, but Multimedia would be able to recover reliance damages from United Leasing under a quasi-contract theory. ",A
"Dietz had recently been released from a mental institution, and was living in a halfway house in Kirbyville. Dietz had a long history of mental illness and had been in and out of institutions since he was an adolescent. Although Dietz would improve for a while, he was subject to recurrent hallucinations and delusions involving a belief that people, animals, and alien beings from another planet were about to attack him. Pansy was peacefully walking along a quiet residential street in Kirbyville. It happened to be the same street as that along which Dietz was walking. Pansy noticed that a person was walking up the street on the sidewalk towards her, but she did not know Dietz. When Dietz saw Pansy approaching him, he pulled a softdrink bottle from his shopping bag and hurled it at Pansy, striking her in the head and causing her injury. Afterwards Pansy filed a civil battery action against Dietz. Which of the following, if true, provides the best defense for Dietz?",Dietz had no desire to harm Pansy.,"Because of his mental illness, Dietz did not understand that his act was wrongful.",Dietz did not know he was striking a person.,Dietz thought Pansy was about to attack him.,C
"In 1998, Jane sold Wes her resort hotel for $ 250,000$. Wes paid $ 100,000$ down and agreed to pay the balance in equal monthly installments over the next 15 years. Jane's eldest son, Luke, started law school in 1999 and, because Jane wanted to help him with his educational and living expenses, she sent a letter to Wes instructing him to send Luke $ 500$ a month from the money he owed to Jane until Jane instructed him otherwise. Wes was unable to raise the capital he needed to expand the hotel, and in 2000 he sold the resort to Funco in exchange for Funco's agreement to assume all his obligations and to provide him with a long-term contract to be the hotel's manager. Funco agreed with these terms and assumed the contract Wes had with Jane. In 2002, when Luke had completed law school, Jane's other son, Zack, was getting married. Jane knew Zack could not afford to buy a house so Jane told Zack that she would instruct Wes and Funco to send the full installments to Zack so he could buy a house if Zack agreed that Jane could have the funds back if she ever needed them. Zack agreed, and Jane wrote a letter to Wes informing him of this agreement and instructing him that the full payment should now go to Zack. Zack was given a copy of this letter. In 2003, Funco wanted to get out of the resort business, and it sold the hotel and all the obligations back to Wes. About this same time, Jane promised her sister's daughter, Susan, that if she wanted to go to Europe for several months to study art, Jane would pay her expenses. Susan agreed, and Jane sent another letter to Wes telling him to send the monthly installments to Susan until Jane told him otherwise. Wes did so. Several months later Jane died, leaving all her cash (and the balance due on the note from Wes) to Zack. If Zack were to sue Funco to recover the sums paid to Susan, how would a court hold?","Judgment for Zack, because he was a creditor beneficiary, had notice, and had changed his position in reliance on the contract.","Judgment for Zack, because he was a donee beneficiary and had assented to the agreement.","Judgment for Funco, because Zack's rights had not vested before being extinguished by the subsequent assignment.","Judgment for Funco, because Zack was only an incidental beneficiary of its agreement with Wes.",C
"Opal owned a large tract of land in fee simple and subdivided 100 acres into 250 lots. She obtained all the necessary governmental approvals, and between 1991 and 2003 sold 175 of the lots. Preston, who purchased one of the lots to build a house, received a deed containing the following provision, which was in all the deeds to these 175 lots: It is agreed and covenanted by Opal that the property conveyed herein shall be used for a single-family dwelling only and that no structure, other than a single-family dwelling, shall be erected or maintained; further, that occupancy in any dwelling built on this property shall be by a single family for residential purposes only. This agreement is specifically made binding on the grantee and grantee's heirs, their assigns and successors. In 2004, Opal contracted with Fun Spa to sell an additional 100 acres that she owned contiguous to these lots. As part of this agreement, Opal conveyed to Fun Spa the 75 lots she had not previously sold. Nothing in the deeds for these 75 lots restricted their use to single-family residences, and in fact, Fun Spa was planning to use all the property purchased from Opal for a resort and for multi-family dwellings. If Preston brought suit against Opal to establish that all the original 250 lots, including the 75 she had agreed to sell to Fun Spa, had to be used only for single-family dwellings in a proper proceeding, what would be the most likely result?","Opal will prevail, because the provision in the deed only binds the grantee.","Opal will prevail, because the remaining 75 deeds did not contain this provision.","Preston will prevail, if he can show that a common development scheme had been established for the entire subdivision.","Preston will prevail, unless the evidence shows that Fun Spa was not aware of this provision at the time of its agreement with Opal.",C
"Rogers gave Mitchell a power of attorney containing the following provision: My attorney, Mitchell, is specifically authorized to sell and convey any part or all of my real property. Mitchell conveyed part of Rogers's land to Stone by deed in the customary form containing covenants of title. Stone sues Rogers for breach of a covenant. The outcome of Stone's suit will be governed by whether:",Deeds without covenants are effective to convey realty.,The jurisdiction views the covenants as personal or running with the land.,Stone is a bona fide purchaser.,"The power to ""sell and convey"" is construed to include the power to execute the usual form of deed used to convey realty. ",D
"Rupert held a majority ownership interest in one of the three daily newspapers in City, as well as numerous other media outlets across the country. When a popular City radio station was put on the market, he entered into negotiations to purchase it. However, the Federal Communications Commission (""FCC"") blocked the sale on the basis of a regulation forbidding ownership of a radio or television station to any entity owning a daily newspaper in the same city. The next year, however, the FCC suspended enforcement of that regulation to permit the radio station to be sold to Sumner, the owner of another daily newspaper in City. Rupert filed an action in federal district court seeking to enjoin the sale. The court should:","Decide the case on the merits, because Rupert can claim that the FCC's unequal treatment of the two transactions violated the Due Process Clause of the Fifth Amendment.","Decide the case on the merits, because Rupert can claim that the FCC's refusal to allow him to own the station violated his freedom of speech rights under the First Amendment.","Dismiss the action, because Rupert cannot show that enjoining the transaction will eliminate any injury that he might have suffered.","Dismiss the action, because the federal government has the power to regulate ownership of the broadcast media.",C
"During a gang shootout in City, Joe looked for Egbert among the combatants because he wanted to kill him. He spotted Ira, who resembled Egbert. Believing Ira to be Egbert, Joe shot at Ira and missed. The bullet passed through a window and killed Gladys, who was asleep on her sofa. Joe may properly be convicted of: I. Attempted murder of Egbert. II. Attempted murder of Ira. III. Murder of Gladys.",I. and II. only.,II. only.,II. and III. only.,None of the above. ,C
"On November 7, Margo agreed with Oscar to paint his house for $ 10,000$, payment to be made upon completion of the job. On November 14, while the job was still incomplete, Margo told her paint supplier, Percy, that if he would give her the paint she needed, she would have Oscar pay to him directly the $ 3,000$ for paint that she owed him. Percy agreed, and Margo sent Oscar a letter setting forth this agreement. On December 1, Margo had completed the job, but Oscar refused to pay Percy any money. In a suit by Percy against Oscar, what would be Oscar's best defense?","Percy had already supplied the paint before the agreement, and therefore he had not relied on Oscar's promise.",Percy was not an intended beneficiary of the agreement between Oscar and Margo. ,"Margo had not painted the house in a proper, workmanlike manner.",Margo attempted to assign her rights before completion and an assignment to receive money before personal services are performed is inoperable.,C
"The state of Alpine has a Fair Employment Act that provides a remedy for victims of employment discrimination. The Act requires complainants to bring charges before the Alpine Fair Employment Commission within 180 days of the occurrence of alleged unlawful employment practices. The Commission then has 120 days to convene a factfinding conference to obtain evidence, ascertain the parties' positions, and explore settlement possibilities. Larson was discharged from his job with Widget Corp. purportedly because of a physical handicap unrelated to his ability to perform his job. Larson filed a timely complaint, alleging unlawful termination of employment, as required by the statute. However, through inadvertence, the Commission scheduled the factfinding conference for a date five days after expiration of the 120 -day statutory period. At the conference, Widget moved that the charge be dismissed for lack of a timely conference. The Commission denied the motion. Widget petitioned the Alpine Supreme Court. The court held for Widget, stating that the failure to comply with the 120 day requirement deprived the Commission of jurisdiction to consider Larson's charge. On appeal to the United States Supreme Court, Larson argues that his right to due process will be violated if the Commission's error is allowed to extinguish his cause of action. Which of the following best describes the viability of Larson's due process claim?","The claim fails, because Larson had no protected property interest in his job.","The claim fails, because the Alpine legislature, having conferred on claimants a remedy for claims of unfair employment practices, has the prerogative to establish limiting procedures for such claims.","The claim succeeds, because Larson had a protected property interest in the remedy.","The claim succeeds, because of the fundamental unfairness of leaving Larson without a remedy.",C
"When the latest generation of interactive video games reached the video arcades in State Russet, community groups and civic leaders were alarmed to discover that the most popular games among young teenagers had graphic displays of violence and sexual themes. The state legislature quickly responded to the public outcry. With the stated aim of protecting minors from the perceived evils of offensive but not necessarily obscene materials, the legislature enacted a statute banning the commercial licensing of video arcade games with a specifically defined degree of graphic violent or sexual content. Delmar, the owner of a chain of video arcades in State Russet shopping malls, was denied licenses for a number of video games that he wanted to install at his arcades. He challenges the state's action in federal district court. The court will probably find the State Russet statute:","Constitutional, because for materials accessible to minors, the state may adopt a different standard for determining whether the material is offensive or obscene than the standard it applies for adults.","Constitutional, because the statute precisely defines the type of content that is prohibited in the video games.","Unconstitutional, because narrower means are available to deny minors access to the objectionable material without affecting rights of adults.","Unconstitutional, because some of the banned video games may have serious literary, artistic, political, or scientific value, as determined by contemporary community standards, and thus do not fall within the definition of obscenity. ",C
